order_id,customer_id,order_ts,status,subtotal,tax,shipping,total_amount,country,state,payment_method
ord_100052,cust_1350,2026-01-25 23:30:12,cancelled,477.53,43.06,5.31,525.9,FR,WA,apple_pay
ord_100053,cust_1032,2026-01-01 10:56:27,pending,366.32,24.08,14.76,405.16,GB,NY,apple_pay
ord_100054,cust_1031,2026-02-03 09:17:21,paid,134.41,15.96,5.68,156.05,DE,LDN,paypal
ord_100055,cust_1207,2026-01-01 17:46:53,paid,114.24,7.49,16.46,138.19,GB,ON,bank_transfer
ord_100056,cust_1299,2026-01-20 22:00:55,cancelled,363.73,23.22,14.18,401.13,DE,MH,card
ord_100057,cust_1518,2026-01-18 06:26:41,pending,246.3,21.06,9.23,276.59,IN,KA,bank_transfer
ord_100058,cust_1321,2026-01-26 02:55:30,cancelled,59.27,3.14,12.01,74.42,GB,MH,paypal
ord_100059,cust_1022,2025-12-29 21:13:06,cancelled,260.47,16.02,7.89,284.38,GB,LDN,card
ord_100060,cust_1392,2026-01-27 16:57:43,paid,272.5,20.83,9.86,303.19,CA,TX,paypal
ord_100061,cust_1337,2026-01-01 19:07:47,paid,25.78,3.01,15.85,44.64,GB,WA,card
ord_100062,cust_1137,2026-02-06 02:56:26,paid,239.58,20.08,7.81,267.47,IN,BE,card
ord_100063,cust_1241,2025-12-28 13:18:37,paid,118.17,10.04,4.3,132.51,GB,NY,bank_transfer
ord_100064,cust_1403,2026-01-11 21:38:20,paid,138.67,8.49,12.86,160.02,DE,BE,paypal
ord_100065,cust_1331,2026-01-14 18:39:11,cancelled,431.97,19.06,1.11,452.14,GB,TX,bank_transfer
ord_100066,cust_1450,2026-01-13 04:45:24,pending,329.26,37.81,2.08,369.15,CA,MH,bank_transfer
ord_100067,cust_1335,2026-01-14 21:28:25,refunded,223.52,15.57,9.7,248.79,DE,CA,apple_pay
ord_100068,cust_1412,2026-02-04 20:15:49,refunded,456.06,36.5,14.4,506.96,CA,BE,apple_pay
ord_100069,cust_1302,2026-01-26 09:24:15,cancelled,93.88,5.78,11.48,111.14,GB,KA,bank_transfer
ord_100070,cust_1110,2026-01-05 11:13:43,refunded,157.4,13.41,4.12,174.93,US,BE,paypal
ord_100071,cust_1500,2026-01-28 06:56:14,pending,489.59,45.73,2.26,537.58,IN,WA,paypal
ord_100072,cust_1438,2026-01-25 15:52:14,cancelled,129.19,15.02,5.04,149.25,DE,BE,paypal
ord_100073,cust_1359,2025-12-28 17:49:00,pending,350.19,24.06,4.58,378.83,GB,KA,bank_transfer
ord_100074,cust_1480,2026-01-21 10:28:11,pending,479.91,45.97,3.13,529.01,FR,LDN,paypal
ord_100075,cust_1537,2026-01-19 22:52:14,cancelled,451.5,20.55,8.24,480.29,DE,TX,apple_pay
ord_100076,cust_1487,2026-01-12 16:07:07,cancelled,61.51,3.43,13.98,78.92,US,MH,bank_transfer
ord_100077,cust_1182,2026-01-15 12:50:00,refunded,192.1,20.33,2.42,214.85,CA,KA,paypal
ord_100078,cust_1390,2026-01-08 04:00:15,refunded,402.35,34.88,9.96,447.19,DE,LDN,bank_transfer
ord_100079,cust_1364,2025-12-29 08:53:03,pending,199.79,19.39,3.49,222.67,DE,MH,card
ord_100080,cust_1086,2026-02-04 00:49:06,paid,230.5,23.59,15.24,269.33,CA,TX,paypal
ord_100081,cust_1009,2026-01-21 07:12:04,cancelled,100.79,9.32,4.27,114.38,IN,NY,apple_pay
ord_100082,cust_1068,2025-12-29 08:59:31,cancelled,399.49,31.88,12.62,443.99,IN,TX,apple_pay
ord_100083,cust_1413,2025-12-30 08:34:04,paid,52.75,2.4,6.35,61.5,US,TX,paypal
ord_100084,cust_1013,2026-01-27 01:37:40,refunded,351.73,15.28,11.58,378.59,CA,MH,paypal
ord_100085,cust_1326,2026-02-05 13:13:26,cancelled,159.28,10.99,12.72,182.99,IN,WA,paypal
ord_100086,cust_1045,2026-02-01 04:00:35,pending,436.54,19.65,15.68,471.87,FR,KA,apple_pay
ord_100087,cust_1233,2026-02-04 02:28:16,cancelled,332.77,25.1,14.55,372.42,DE,MH,card
ord_100088,cust_1281,2026-01-13 17:44:37,paid,91.87,5.49,12.8,110.16,US,WA,card
ord_100089,cust_1106,2026-01-19 04:30:03,cancelled,280.8,15.2,11.88,307.88,FR,KA,bank_transfer
ord_100090,cust_1505,2025-12-31 03:11:04,cancelled,280.51,17.03,15.36,312.9,FR,MH,card
ord_100091,cust_1481,2026-01-01 22:45:01,cancelled,230.91,24.38,13.33,268.62,US,BE,card
ord_100092,cust_1481,2026-01-22 12:02:01,refunded,158.47,9.67,2.97,171.11,US,KA,card
ord_100093,cust_1474,2025-12-28 19:42:33,refunded,394.14,40.49,2.61,437.24,DE,NY,apple_pay
ord_100094,cust_1212,2026-01-05 20:39:42,cancelled,313.3,15.86,5.26,334.42,US,NY,card
ord_100095,cust_1230,2026-01-25 18:54:11,paid,405.97,48.22,13.66,467.85,IN,ON,paypal
ord_100096,cust_1500,2026-02-04 11:42:35,paid,261.92,22.4,13.56,297.88,DE,TX,paypal
ord_100097,cust_1519,2026-01-02 19:30:57,paid,147.57,13.12,17.59,178.28,GB,NY,bank_transfer
ord_100098,cust_1362,2025-12-24 05:12:00,pending,465.63,50.63,4.52,520.78,DE,NY,card
ord_100099,cust_1452,2026-02-01 21:04:53,refunded,155.57,9.05,3.17,167.79,DE,TX,paypal
ord_100100,cust_1012,2026-02-01 12:57:06,pending,134.97,12.37,3.38,150.72,DE,KA,apple_pay
ord_100101,cust_1381,2026-02-06 22:20:02,paid,338.9,31.24,10.01,380.15,CA,MH,bank_transfer
ord_100102,cust_1536,2026-01-08 22:58:48,pending,309.58,36.27,2.82,348.67,FR,LDN,apple_pay
ord_100103,cust_1529,2026-01-17 19:28:37,refunded,167.57,13.47,6.23,187.27,CA,WA,paypal
ord_100104,cust_1318,2026-01-02 17:46:42,paid,475.92,32.03,1.32,509.27,GB,LDN,paypal
ord_100105,cust_1243,2026-01-10 20:56:24,refunded,173.2,15.14,6.83,195.17,GB,CA,card
ord_100106,cust_1394,2026-02-04 10:35:51,pending,233.64,27.18,5.15,265.97,DE,CA,apple_pay
ord_100107,cust_1072,2026-01-22 15:43:49,cancelled,232.03,15.79,5.27,253.09,CA,CA,bank_transfer
ord_100108,cust_1410,2026-01-04 06:16:25,refunded,106.7,11.54,5.13,123.37,FR,MH,apple_pay
ord_100109,cust_1205,2026-01-10 03:50:53,cancelled,144.27,16.12,3.15,163.54,FR,NY,apple_pay
ord_100110,cust_1524,2026-01-06 12:33:47,refunded,413.17,31.91,9.21,454.29,FR,MH,card
ord_100111,cust_1178,2026-01-03 20:07:06,refunded,126.13,8.08,4.45,138.66,IN,WA,bank_transfer
ord_100112,cust_1130,2026-02-05 10:28:08,refunded,174.23,18.21,5.14,197.58,CA,TX,apple_pay
ord_100113,cust_1351,2026-01-09 17:18:47,paid,101.18,4.84,11.08,117.1,GB,LDN,apple_pay
ord_100114,cust_1342,2026-01-26 16:31:16,cancelled,432.35,38.94,15.29,486.58,IN,WA,bank_transfer
ord_100115,cust_1114,2025-12-31 15:42:10,refunded,79.99,6.96,17.11,104.06,FR,BE,apple_pay
ord_100116,cust_1444,2026-01-29 03:51:59,paid,277.1,32.6,1.99,311.69,DE,CA,paypal
ord_100117,cust_1456,2026-01-09 09:52:38,refunded,38.06,1.95,5.19,45.2,US,WA,apple_pay
ord_100118,cust_1363,2026-02-06 01:55:09,paid,74.03,6.18,7.32,87.53,FR,LDN,apple_pay
ord_100119,cust_1343,2026-01-04 17:25:40,refunded,267.3,18.22,6.2,291.72,FR,NY,card
ord_100120,cust_1508,2026-01-02 05:34:58,pending,81.78,6.63,5.7,94.11,US,ON,apple_pay
ord_100121,cust_1258,2026-01-16 17:39:34,cancelled,471.5,38.51,5.28,515.29,FR,BE,card
ord_100122,cust_1278,2026-01-17 14:07:34,paid,166.86,14.81,6.27,187.94,DE,LDN,apple_pay
ord_100123,cust_1477,2026-01-21 08:20:23,refunded,153.97,17.88,4.56,176.41,DE,ON,bank_transfer
ord_100124,cust_1231,2026-01-21 16:46:12,paid,496.6,53.35,15,564.95,GB,NY,apple_pay
ord_100125,cust_1481,2026-01-26 16:29:54,refunded,219.59,10.47,2.17,232.23,CA,ON,paypal
ord_100126,cust_1412,2026-01-11 20:04:54,cancelled,305,15.09,13.41,333.5,GB,LDN,apple_pay
ord_100127,cust_1475,2026-01-01 17:06:02,pending,10.59,0.68,17.46,28.73,IN,KA,apple_pay
ord_100128,cust_1061,2026-01-23 12:51:20,refunded,452.58,50.22,7.59,510.39,IN,LDN,card
ord_100129,cust_1296,2026-01-05 04:51:42,refunded,33.13,2.45,11.3,46.88,CA,LDN,apple_pay
ord_100130,cust_1054,2025-12-26 22:53:43,cancelled,88.66,10.37,0.06,99.09,DE,WA,paypal
ord_100131,cust_1097,2026-01-14 01:49:37,pending,370.11,35.98,8.17,414.26,FR,MH,paypal
ord_100132,cust_1115,2026-01-25 23:48:06,refunded,241.68,12.72,3.08,257.48,GB,BE,card
ord_100133,cust_1240,2026-01-24 15:53:30,paid,33.29,1.62,7.33,42.24,GB,WA,paypal
ord_100134,cust_1457,2026-01-20 17:30:33,cancelled,82.29,4.57,7.67,94.53,FR,KA,apple_pay
ord_100135,cust_1312,2026-02-01 11:44:16,pending,426.31,30.95,0.9,458.16,US,TX,apple_pay
ord_100136,cust_1525,2026-02-04 09:21:01,cancelled,191.41,21.44,15.62,228.47,DE,ON,apple_pay
ord_100137,cust_1549,2026-01-16 05:55:07,refunded,264.04,23.05,0.55,287.64,US,LDN,card
ord_100138,cust_1299,2026-01-12 10:00:24,refunded,248.52,24.2,16.21,288.93,CA,NY,paypal
ord_100139,cust_1508,2026-01-11 19:37:47,cancelled,21.35,1,9.28,31.63,GB,ON,apple_pay
ord_100140,cust_1338,2026-01-08 11:26:25,pending,91.17,6.08,17.49,114.74,IN,LDN,apple_pay
ord_100141,cust_1540,2026-01-05 07:47:11,pending,358.86,16.47,16.6,391.93,FR,WA,bank_transfer
ord_100142,cust_1495,2026-01-02 01:55:03,pending,385.92,42.95,13.84,442.71,IN,ON,bank_transfer
ord_100143,cust_1264,2026-02-01 23:57:59,pending,345.44,23.47,3.05,371.96,CA,TX,paypal
ord_100144,cust_1010,2026-02-01 00:05:17,refunded,441.01,48.57,14.95,504.53,IN,BE,card
ord_100145,cust_1373,2026-01-22 15:06:33,paid,267.66,17.95,1.4,287.01,US,MH,bank_transfer
ord_100146,cust_1037,2026-01-10 14:24:15,refunded,178.77,21.39,5.89,206.05,CA,KA,card
ord_100147,cust_1093,2025-12-27 17:00:33,refunded,491.2,23.89,1.82,516.91,FR,MH,apple_pay
ord_100148,cust_1544,2026-01-10 06:46:22,paid,346.62,35.45,3.89,385.96,FR,CA,bank_transfer
ord_100149,cust_1417,2026-01-01 07:22:22,refunded,413.26,34.48,7.55,455.29,IN,BE,apple_pay
ord_100150,cust_1155,2026-02-06 08:50:52,paid,218.49,20.38,11.41,250.28,GB,TX,card
ord_100151,cust_1081,2025-12-24 11:03:09,paid,341.54,39.61,14.8,395.95,DE,WA,card
ord_100152,cust_1482,2025-12-26 13:38:58,pending,400.8,35.61,14.44,450.85,FR,ON,card
ord_100153,cust_1043,2026-01-09 11:47:42,paid,35.09,4.07,15.39,54.55,GB,MH,bank_transfer
ord_100154,cust_1424,2025-12-24 11:24:39,paid,27.39,1.25,1.76,30.4,CA,WA,bank_transfer
ord_100155,cust_1461,2026-02-02 07:58:20,refunded,20.22,0.89,3.42,24.53,CA,NY,apple_pay
ord_100156,cust_1306,2026-01-09 20:03:54,pending,80.81,6.7,4.3,91.81,CA,WA,apple_pay
ord_100157,cust_1310,2026-01-25 23:54:07,refunded,292.2,22.34,17.47,332.01,CA,NY,apple_pay
ord_100158,cust_1086,2026-01-21 04:13:29,refunded,358.52,41.01,8.6,408.13,DE,BE,card
ord_100159,cust_1136,2026-02-02 19:50:59,cancelled,481.12,51.28,8.01,540.41,DE,BE,apple_pay
ord_100160,cust_1172,2026-01-14 02:52:46,refunded,291.78,28.34,16.85,336.97,DE,MH,paypal
ord_100161,cust_1096,2026-01-15 03:39:05,cancelled,133.66,9.38,7.76,150.8,CA,CA,bank_transfer
ord_100162,cust_1105,2026-01-12 13:55:34,pending,328.8,30.59,1.52,360.91,CA,ON,card
ord_100163,cust_1284,2026-01-23 11:17:21,paid,385.43,35.59,5.57,426.59,CA,ON,paypal
ord_100164,cust_1362,2026-01-15 19:03:24,paid,10.12,1.21,14,25.33,CA,WA,bank_transfer
ord_100165,cust_1047,2025-12-27 21:45:14,pending,70.64,5.35,8.31,84.3,DE,BE,apple_pay
ord_100166,cust_1092,2026-02-05 06:54:27,paid,133.48,9.49,13.23,156.2,FR,TX,apple_pay
ord_100167,cust_1209,2026-01-29 16:03:41,cancelled,116.25,6.4,0.17,122.82,CA,WA,apple_pay
ord_100168,cust_1094,2026-01-09 09:50:19,cancelled,365.16,28.83,4.21,398.2,GB,LDN,paypal
ord_100169,cust_1096,2026-01-23 13:58:07,pending,381.54,22.27,9.2,413.01,CA,LDN,bank_transfer
ord_100170,cust_1061,2025-12-28 15:44:30,refunded,454.64,38.12,13.35,506.11,CA,BE,bank_transfer
ord_100171,cust_1394,2026-01-21 05:31:41,cancelled,475.4,53.88,3.53,532.81,CA,WA,card
ord_100172,cust_1219,2026-02-04 06:15:01,paid,280.38,17.08,9.53,306.99,US,NY,apple_pay
ord_100173,cust_1408,2026-01-20 23:05:01,cancelled,254.35,24.53,15.26,294.14,DE,CA,card
ord_100174,cust_1012,2026-02-06 06:15:47,cancelled,141.72,16.66,15.06,173.44,FR,MH,bank_transfer
ord_100175,cust_1132,2026-01-29 18:11:24,paid,450.49,52.36,11.57,514.42,US,NY,card
ord_100176,cust_1129,2026-01-08 08:25:34,paid,89.98,10.68,0.66,101.32,CA,NY,paypal
ord_100177,cust_1328,2026-01-27 02:34:52,paid,376.77,39.2,15.94,431.91,US,MH,apple_pay
ord_100178,cust_1213,2026-02-04 20:52:09,refunded,104.41,6.29,17.45,128.15,IN,LDN,apple_pay
ord_100179,cust_1041,2026-02-04 18:03:12,refunded,175.53,14.26,5.42,195.21,GB,CA,apple_pay
ord_100180,cust_1491,2026-01-04 11:23:22,pending,218.51,23.11,14.26,255.88,IN,TX,paypal
ord_100181,cust_1442,2026-01-02 08:53:46,pending,208.9,9.86,13.4,232.16,US,BE,apple_pay
ord_100182,cust_1128,2026-01-11 11:45:48,paid,116.71,13.57,7.41,137.69,CA,WA,bank_transfer
ord_100183,cust_1300,2026-01-23 22:28:04,pending,328.66,18.53,8.29,355.48,IN,MH,apple_pay
ord_100184,cust_1429,2026-01-29 19:07:58,paid,67.21,6.08,3.11,76.4,IN,BE,card
ord_100185,cust_1479,2026-01-05 12:15:12,paid,19.21,1.76,0.69,21.66,FR,LDN,apple_pay
ord_100186,cust_1027,2025-12-30 03:13:45,cancelled,109.76,5.42,6.58,121.76,DE,WA,apple_pay
ord_100187,cust_1146,2026-01-03 16:04:56,refunded,202.37,18.63,13.14,234.14,DE,BE,apple_pay
ord_100188,cust_1057,2026-01-12 02:40:32,refunded,262.95,12.58,10.58,286.11,US,LDN,apple_pay
ord_100189,cust_1014,2026-01-03 20:57:28,pending,483.58,38.96,16.95,539.49,IN,TX,paypal
ord_100190,cust_1138,2026-01-25 04:13:15,cancelled,288.34,21.2,6.76,316.3,GB,TX,paypal
ord_100191,cust_1221,2025-12-25 02:25:24,paid,246.31,23.26,1.79,271.36,DE,WA,card
ord_100192,cust_1185,2026-01-09 21:10:33,refunded,275.7,12.95,10.35,299,US,CA,paypal
ord_100193,cust_1406,2025-12-26 10:08:30,cancelled,22.24,2.14,8.17,32.55,IN,WA,card
ord_100194,cust_1268,2026-01-01 15:51:48,pending,98.43,7.93,8.52,114.88,CA,KA,card
ord_100195,cust_1009,2026-01-08 01:13:12,cancelled,292.24,15.03,3.81,311.08,FR,CA,paypal
ord_100196,cust_1471,2026-02-02 09:03:30,refunded,361.71,26.37,13.67,401.75,GB,KA,bank_transfer
ord_100197,cust_1032,2025-12-24 11:37:42,cancelled,127.28,15.03,8.86,151.17,GB,CA,apple_pay
ord_100198,cust_1064,2025-12-28 18:19:31,refunded,15.03,0.94,14.66,30.63,IN,NY,apple_pay
ord_100199,cust_1171,2026-02-01 13:36:50,cancelled,356.12,25.19,5.29,386.6,DE,BE,apple_pay
ord_100200,cust_1250,2026-01-14 23:24:12,refunded,41.16,4.09,15.73,60.98,FR,CA,apple_pay
ord_100201,cust_1090,2026-01-25 15:17:43,pending,322.37,23.84,0.2,346.41,GB,MH,paypal
ord_100202,cust_1434,2025-12-30 12:08:40,cancelled,110.57,12.05,15.58,138.2,FR,NY,paypal
ord_100203,cust_1453,2026-01-17 17:18:00,pending,346.22,24.95,1.21,372.38,IN,TX,apple_pay
ord_100204,cust_1233,2026-01-12 15:57:01,pending,277.51,23.17,14.89,315.57,IN,NY,bank_transfer
ord_100205,cust_1128,2026-01-27 21:51:36,pending,348.68,26.67,5.08,380.43,US,KA,card
ord_100206,cust_1359,2026-01-30 05:23:11,paid,395.56,19.67,7.26,422.49,US,ON,apple_pay
ord_100207,cust_1313,2026-01-10 23:15:00,paid,218.07,16.86,1.17,236.1,FR,BE,paypal
ord_100208,cust_1393,2026-01-09 11:49:35,refunded,82.11,7.72,0.8,90.63,IN,BE,bank_transfer
ord_100209,cust_1112,2026-01-17 01:31:33,paid,162.85,15.89,14.41,193.15,DE,MH,bank_transfer
ord_100210,cust_1029,2026-01-06 04:43:09,cancelled,221.95,24.31,16.07,262.33,CA,LDN,card
ord_100211,cust_1166,2026-02-05 16:23:21,paid,260.5,11.14,1.05,272.69,CA,BE,apple_pay
ord_100212,cust_1106,2025-12-28 04:21:47,cancelled,444.56,37.72,6.17,488.45,FR,KA,bank_transfer
ord_100213,cust_1136,2026-01-05 19:10:48,cancelled,89.57,10.55,15.48,115.6,CA,BE,card
ord_100214,cust_1384,2026-01-11 15:31:44,pending,54.63,2.57,4.29,61.49,FR,KA,apple_pay
ord_100215,cust_1494,2026-01-28 05:54:34,refunded,19.81,1.01,15.3,36.12,IN,LDN,paypal
ord_100216,cust_1363,2026-01-13 16:57:25,cancelled,80.82,4.29,13.41,98.52,CA,NY,paypal
ord_100217,cust_1469,2025-12-25 18:02:09,cancelled,448.04,19.37,9.69,477.1,DE,NY,paypal
ord_100218,cust_1008,2026-02-05 03:17:43,paid,358.72,16.12,8.34,383.18,US,MH,apple_pay
ord_100219,cust_1454,2026-01-05 02:53:37,pending,47.42,2.27,14.32,64.01,CA,NY,bank_transfer
ord_100220,cust_1062,2026-01-09 09:21:33,paid,202.09,12.89,11.97,226.95,IN,KA,paypal
ord_100221,cust_1259,2026-01-08 23:48:11,paid,344.09,39.83,0.63,384.55,FR,ON,card
ord_100222,cust_1192,2026-01-25 22:14:34,cancelled,132.58,10.22,13.48,156.28,GB,WA,bank_transfer
ord_100223,cust_1175,2026-02-06 10:24:11,refunded,152.91,10.69,10.85,174.45,GB,MH,bank_transfer
ord_100224,cust_1253,2026-02-06 08:14:24,cancelled,187.53,18.6,1.78,207.91,CA,ON,card
ord_100225,cust_1399,2025-12-26 21:21:11,pending,498.63,58,3.73,560.36,US,WA,apple_pay
ord_100226,cust_1380,2026-01-03 00:48:01,cancelled,124.09,9.89,9.47,143.45,US,ON,paypal
ord_100227,cust_1323,2026-01-27 18:53:26,pending,483.35,40.96,11.57,535.88,US,CA,paypal
ord_100228,cust_1541,2026-01-17 14:05:45,pending,58.38,5.59,5.51,69.48,GB,BE,apple_pay
ord_100229,cust_1099,2025-12-26 09:58:37,refunded,45.27,3.23,3.15,51.65,IN,MH,apple_pay
ord_100230,cust_1230,2026-02-02 07:43:52,cancelled,80.26,4.07,11.66,95.99,CA,BE,bank_transfer
ord_100231,cust_1421,2026-02-06 18:39:54,pending,60.89,5.35,7.81,74.05,US,BE,bank_transfer
ord_100232,cust_1154,2026-01-03 16:59:28,paid,489.52,57.98,11.37,558.87,CA,CA,card
ord_100233,cust_1357,2026-01-05 14:11:09,pending,442.24,52.92,11.42,506.58,US,CA,paypal
ord_100234,cust_1437,2026-01-19 08:02:08,pending,111.18,10.83,12.12,134.13,IN,CA,apple_pay
ord_100235,cust_1465,2026-01-15 21:15:43,cancelled,17.1,0.94,15.02,33.06,GB,WA,apple_pay
ord_100236,cust_1479,2026-01-03 02:03:39,pending,247.21,20.62,5.64,273.47,FR,BE,card
ord_100237,cust_1480,2026-01-17 05:09:44,paid,35.48,2.44,2.67,40.59,US,LDN,card
ord_100238,cust_1294,2026-01-21 15:21:08,pending,239.2,12.67,10.3,262.17,DE,LDN,bank_transfer
ord_100239,cust_1200,2025-12-28 12:38:52,cancelled,34.99,3.61,13.9,52.5,IN,MH,paypal
ord_100240,cust_1040,2026-01-25 11:54:58,cancelled,326.42,14.86,0.63,341.91,CA,LDN,bank_transfer
ord_100241,cust_1292,2026-01-30 18:38:47,pending,185.3,12.14,8.75,206.19,GB,TX,apple_pay
ord_100242,cust_1491,2026-01-02 05:24:57,refunded,219.34,9.12,2.51,230.97,GB,WA,card
ord_100243,cust_1256,2026-01-28 10:36:58,pending,458.37,50.7,2.45,511.52,FR,TX,paypal
ord_100244,cust_1241,2026-01-14 23:01:22,refunded,407.07,46.12,1.17,454.36,US,ON,card
ord_100245,cust_1403,2025-12-24 09:06:49,refunded,343.09,33.48,13.47,390.04,DE,CA,bank_transfer
ord_100246,cust_1325,2026-01-14 22:39:26,pending,362.57,39.38,13.57,415.52,GB,MH,card
ord_100247,cust_1288,2026-02-03 15:54:13,pending,107.81,5.01,16.55,129.37,CA,TX,apple_pay
ord_100248,cust_1460,2026-01-03 18:29:23,refunded,328.11,25.78,14.41,368.3,FR,LDN,apple_pay
ord_100249,cust_1140,2026-01-12 18:26:25,pending,109.07,10.09,7.8,126.96,IN,MH,card
